text,label,source
Ông sói chơi món này thật sự gà :))),safe,vihsd
Thái Dương Nguyễn là sao bạn,safe,vihsd
Đéo tin.chả nhẽ nó để lộ liễu như thế này á hả,toxic,vihsd
Nguyễn Thư,safe,vihsd
"Muốn chết quá, sống làm gì",suicide,manual_augmentation
Văn Tuấn Mai nước hoa như nước sông vậy đó mà nói chuyện xạo lồn,hate,vihsd
Coi lần thứ 5 🤣🤣🤣,safe,vihsd
"Vũ Khắc Tiệp-kẻ chân dài, đầu ngắn?",hate,vihsd
Lẽ ra ngay từ đầu nó đéo nên về thì hơn,hate,vihsd
Trần Nhật các cụ có câu : đã ngu còn hay sủa =))))),toxic,vihsd
Anh Độ luôn là đẹp trai nhất <3,safe,vihsd
Nắng r cố lên!,safe,vihsd
Nhìn có vẻ vô lý nhưng rất thuyết phục,safe,vihsd
Vinh Phan :)))))))))))) chán,safe,vihsd
"Nói chuyện thiếu văn hóa , tục tiểu , không ra gì",hate,vihsd
Hiếu Tuấn chú hiếu trốn dịch ở đâu thế,safe,vihsd
Đăng ký ở đâu vậy,safe,vihsd
Ngưu ca,safe,vihsd
"Lâm Quốc Huy tôi bcuoi vl ông ạ , thề 🤣",safe,vihsd
Thanh Trường,safe,vihsd
Tên nó là nguyễn văn dúi thì phải 😆,safe,vihsd
Nữ sinh chạm tay vào má c.a thì đi tù. Rất VN...,safe,vihsd
Nguyễn Định mất não be like,safe,vihsd
Ae đô nết cho anh tôi mua hack về clear map đi chứ. Nháp hoài thế lày thi toang quá,safe,vihsd
Rất yêu thích bài thánh ca buồn với tiếng hát Elvis Phương,safe,vihsd
Áo sơ mi trắng cùng bộ tóc át rô làm nên thương hiệu!,safe,vihsd
Ngọc Thảo ???,safe,vihsd
còn tư bản giãy chết m dám nói ko phải từ mõm của đảng đi,hate,vihsd
Thà chết còn hơn,suicide,manual_augmentation
Nghĩ đến chỉ muốn băm con chó đĩ ấy trận,hate,vihsd
Hào Nguyễn xin video vs cậu,safe,vihsd
Chỉ muốn mãi mãi giống như đứa trẻ con k phải lo toan k phải suy nghĩ,safe,vihsd
"Chị ơi, chị đẹp lắm,,,",safe,vihsd
"Nhà tiên tri vĩ đại của chúng ta đã đổi giọng rồi. Hình như người VN khi biết mình sống không lâu nữa đều muốn được về với đất mẹ. Hãy làm điều gì đó tốt cho đất nước nhé, đừng để thiên hạ chế cười",safe,vihsd
Iphone 11 được lấy cảm hứng tự Độ Phùng còn cái tên khác là anh Độ Mixi,safe,vihsd
Đc vlon b ơi hh,safe,vihsd
"Chúng mày chưa xem anh tao thời còn trẻ đâu, Djtme bắn phát nào headshot phát đấy :) đừng khinh Anh tao .",safe,vihsd
Ừ OKE,safe,vihsd
vô chính phủ mà,hate,vihsd
Hay vai lon anh à,safe,vihsd
Đó là sự thực! Đời không như là mơ mầy ạ,safe,vihsd
Nguyễn Thu HườngPhan Xuân HưngThành NguyễnHoàng Văn QuyềnĐào Thị Thu lịch lên Cầu Giấy họp hơi lâu.:v,safe,vihsd
Cực kỳ thuyết phục🤣,safe,vihsd
Uống thuốc sâu cho kết thúc,suicide,manual_augmentation
Đăng kí ở đâu vậy 😑,safe,vihsd
after credit chất vl =)),safe,vihsd
Ngọc Ánh đừng đi ra ngoài nữa,safe,vihsd
Đã dislike mv của Jack để ủng hộ Cây Ây Ti Em,safe,vihsd
Cô qua học thêm vs t,safe,vihsd
23:23 cười đái tháo đường với cô Minh Hiếu,safe,vihsd
Đặng Trà có vài trang giả có y sì cái codesite như của garena mà,safe,vihsd
"Chị cho hỏi , tên tham mỹ viện là vậy chị ??? 😀😀",safe,vihsd
Co thi noi k co thi thoi ba noi oi,safe,vihsd
Thần kinh nhỉ,toxic,vihsd
Ruyel Ruyel đọc cho vui =))),safe,vihsd
Ông ơi cho con hỏi ông bao nhiêu tuổi rồi ạ,safe,vihsd
Tấu hài cực mạnh từ Abe :>,safe,vihsd
Đỡ thế l nào được :)),toxic,vihsd
Phạm Thanh chắc có mình Nhung bệnh trên máy bay k b? Mình chỉ hỏi là có chắc 100% k thôi chứ sai lè mình chả bênh.,safe,vihsd
Trang mixi xinh hơn trang mixi xinh hơn A Độ said =)))),safe,vihsd
đóng con cặc nhé!,hate,vihsd
chết đi,toxic,vihsd
Trinh Ái :))))),safe,vihsd
Đừng có y y bệnh cả nước k đủ thuốc là ăn lol luôn chứ ở đó,toxic,vihsd
Chị đâu có biết ông Hùng bà Tư Nha là ai..chị chửi đại..trời ơi chết với cô..,safe,vihsd
buồn..............ngủ.....,safe,vihsd
Xin video vs bro,safe,vihsd
Nguyễn Quang Huy chạy ngay đi,safe,vihsd
Jacob NguyenAn Nhây bà mẹ VN anh hùg :)))))))) hài ko chịu nỗi,hate,vihsd
Nghĩ mà chán :)),safe,vihsd
Kinh...,toxic,vihsd
"Không liên qua nhưng 2 ông trẻ làm giám đốc sở bố làm bí thư, ông bí thư trẻ nhất nc bố làm ủy viên bộ chính trị, trưởng ban kiểm tra tw. Và con mr x cũng làm bí thư tỉnh kiên giang rồi. Đắng cho cái gọi là công bằng, dân chủ",safe,vihsd
Trường hợp này có cho tao cũng đéo húp Levi said,safe,vihsd
Hoang Vo hay,safe,vihsd
Mông to vãi lồn,nsfw,manual_augmentation
Đàn bà mắt bạn bị sau dạ,safe,vihsd
Cơn gió vàng trong làng chém gió,safe,vihsd
Rảnh quá thì đi quét nhà đi không tí mẹ về vả cho.,safe,vihsd
chuyện vậy mà cũng nghĩ ra dc hay thiệt,safe,vihsd
Tao sẽ làm thịt mày,violence,manual_augmentation
Nghe lần đầu thấy ko hay lần thứ 2 cx vậy,safe,vihsd
Bọn mày đú trend chậm thế .,safe,vihsd
Facebook của cô Minh Hiếu là gì vậy mọi người,safe,vihsd
"Chắc Ông Thầy Phong Thuỷ nào phán : vào báo công rất là xui , lần sau khỏi thắng luôn ... nên tin là cái chắc ?",safe,vihsd
Dì vs ad là vợ chồng hở,safe,vihsd
Mãnh thú thích mùi gậy,safe,vihsd
Hán việt là cùng một nồi sinh ra,safe,vihsd
thôi đi ông tướng ah 🙂,safe,vihsd
Hãy nhớ: con người hơn con vật ở cái ý thức 🙂,toxic,vihsd
MINH HIẾU RĂNG MIỆNG XINH MÀU SON ĐẸP NHẤT NHÉ,safe,vihsd
chuẩn cmnl anh ơi,safe,vihsd
Iuuu Tòi Xúng 😚,safe,vihsd
Đây mới là người có bản lĩnh thực sự 👍,safe,vihsd
Chặt mày làm mấy khúc,violence,manual_augmentation
Đánh chết mày bây giờ,violence,manual_augmentation
ê cho máy tỷ xai chơi coi,safe,vihsd
Nhữ Hiền Hiền oie ngay cầu giấy này,safe,vihsd
Xót xa :v,safe,vihsd
Tưởng những quả bầm dập đem cúng bác Hồ bác Giáp....,safe,vihsd
Tiên Võ :))),safe,vihsd
Ngáo đá,safe,vihsd
Trúc Mơ ok homie,safe,vihsd
Em 2k5 cũng fan khánh Phương nè,safe,vihsd
Ý thức của chị Nhung còn ít hơn cả nhân bánh mì của t :)),hate,vihsd
Tại thằng ad làm đỉ quen rồi nên nó xem đó là việc làm cao cả í mà,hate,vihsd
Cô minh hiếu mà hết thời là mày cũng hết đường làm ăn luôn nha con bóng đồng tháp bán dồ giả,hate,vihsd
Hay quá thầy ơiiiii,safe,vihsd
13:20 chời qươi nhắc chi zậy ông nội Tuân này,safe,vihsd
Hanh Viet t giúp xong r mới cực kì thuyết phục,safe,vihsd
Hahaha cười ỉa...yêu nhau ko bao lời có đụ,safe,vihsd
Phan KimPhu Nhok Yuki Kieu Nguyen hoá ra hồi h mình theo trend đó nhan,safe,vihsd
Không có cái quần mở tia bên ngoài thì auto đẹp rồi 😓,safe,vihsd
Vllll đây là cánh hoa nhé hihi Bé Châu,safe,vihsd
Thịt lợn tăng,safe,vihsd
"Thoại Trần ok chính \""tã\"" :))",safe,vihsd
Đánh chết mày bây giờ,violence,manual_augmentation
Abe cay lắm 😂😂,safe,vihsd
HN Thu Nguyên nhìu cái siêu z mà thíu cái siêu thoát thì phải 😂😂,toxic,vihsd
Thôi ồn im mẹ mồm đi 😆😆,safe,vihsd
Chi Ba và Hiếu Minh 2 người thương nhau như chị em ruột; Hiếu minh quay clip nhận quà của chị Ba cho quá trời luôn. Hiếu Minh còn hứa cho chị Ba 1 miếng đất và sợi dây chuyền 10 cây nữa mà. Hứa là nhớ giữ lời đó.Đúng là sống với nhau bằng tình nghĩa chân thật.,safe,vihsd
Ngânn Ni đúg r xog tết treo mỏ lên nhìn ngta mua đồ,safe,vihsd
hôm may mấy h bắn a,safe,vihsd
hâhhaa,safe,vihsd
Hiệp Tis Trường Giang các cháu nằm trong thành phần nào :v,safe,vihsd
Tới quảng cáo coi cũng hay nữa quý dzị😌😌,safe,vihsd
Phương Thảo đừng có thằng boom ăn bậy bạ nha m,safe,vihsd
nhìu khi mình chẳng còn muốn nói chuyện với ai =)),safe,vihsd
"Chú Tùng ơi, chú cho thằng cu Độ nhà chú ngậm ít kẹo thôi không nó sâu răng đấy",safe,vihsd
"Ông ad làm ăn chán qá, đăng cái gì lên thì kèm theo link giùm cái, ngta đỡ fải search.. Chả nhẽ đầu năm lại phủ đầu cho cái 😂",safe,vihsd
Gom hết dòng họ mày lại chưa chắc trả được tiền thợ hồ chứ cất khách sạn,safe,vihsd
Là cò tè 😂,safe,vihsd
già làng lại chế truyện của ng ta r!,safe,vihsd
MixiGaminh ghe,safe,vihsd
Nói gì vậy lão vô văn hóa,hate,vihsd
Đêm trung thu cũng là mùa sinh sản :)),safe,vihsd
Chao chi,safe,vihsd
Gái gọi cao cấp tại đây,nsfw,manual_augmentation
"add còn viết tắt của address nữa, ngu!",hate,vihsd
"Chán sống quá, chết thôi",suicide,manual_augmentation
Với lại nó bảo mình đợi là lời từ chối thầm lặng :),safe,vihsd
Hoàng Xuân Tâm mới nhất hay mới ra thì mày chỉ ghi mới thôi,safe,vihsd
Cả dân tộc đồng lòng mọi thứ dường như đã hoàn thành chỉ vì một con quay lưng cả đồng bào lo lắng,safe,vihsd
Ăn cay phải ăn cùng wind :)))),safe,vihsd
Chúng ở đấy là Pháp phải không ? :D,safe,vihsd
Periscope hả ad :/,safe,vihsd
Long Duy Đào,safe,vihsd
Cái thứ cần trữ mỗi người là cái này chứ k phải đồ ăn,safe,vihsd
Cánh Diều dẻo,safe,vihsd
Một triệu lai😗❤️,safe,vihsd
Anh ơi em đăng kí với,safe,vihsd
ưng mỗi cái bút thôi được k?,safe,vihsd
"Day la y kien tam huyet cua rat nhieu tri thuc :phai dan chu hoa thi moi bao ve duoc dat nuoc ,nhung hinh nhu dang cs van chua tinh ra ,ho vua dien tap chong “khung bo “ma ke khung bo lai cam co do sao vang !",hate,vihsd
Cáp tần ờ me ri Độ,safe,vihsd
Ae cho mình hỏi làm sao mua khô gà vậy??,safe,vihsd
Cô ở miền tây hả cô hieu,safe,vihsd
Hư cả một thế hệ..,toxic,vihsd
Ở Hà Nội đánh nhau như phim trung quốc chắc đạo diễn báo CA rồi nên không có đi kiểm tra. Có quay cả cờ vô nữa bảo đảm tụi trung quốc không làm phim này,safe,vihsd
chị ăn gì xạo lồn chó vậy chị 3. đụ mẹ chị 3 chó hoang,hate,vihsd
"Chúc mừng anh Độ :) mong sang năm mới anh ""Hí anh em"" ít hơn :(",safe,vihsd
Vực kì hợp lí và đầy thuyết phục,safe,vihsd
Adidaphat Quay đầu là bờ. Việt Nam luôn dang tay với những đứa con tội lỗi biệt ăn năn.,safe,vihsd
Quảng cáo đéo lệch đi đâu đc,safe,vihsd
Xin lỗi rồi chữi tiếp bó tay con 🐶🐶🐶🐶🐶,safe,vihsd
"Tức á, ai mua gấu về ôm cho bõ tức đi :))",safe,vihsd
Quần chất vcl ra :)),safe,vihsd
Chị chử là để cứu nhân độ thế nha mấy đứa,safe,vihsd
..,safe,vihsd
Cho tui cái Facebook của bả đi,safe,vihsd
Đố thầy biết em đang xem gì,safe,vihsd
Nhảm loz,toxic,vihsd
"Vâng, yêu cá tôm cua đến thế là cùng.",safe,vihsd
Để nhất quốc sư Trần dần,safe,vihsd
Rich quá thầy ơi,safe,vihsd
có shipcode không chế :v,safe,vihsd
Vào link xem mẫu mọi người nhé,safe,vihsd
Uống thuốc sâu cho kết thúc,suicide,manual_augmentation
Khá bẩn=))),toxic,vihsd
Gà Rừng xin địa chỉ để chụp cái ảnh r về 🤣🤣🤣,safe,vihsd
5 tp lớn mà 3 tp đc như Đà Nẵng. Vn sẽ chuyển hướng,safe,vihsd
Hôm qua hứa hẹn trăm đường,safe,vihsd
Đài loan tượng đài tưởng zới thạch to đùng,safe,vihsd
Lily Trịnh vụt đè tứ quý há hốc mõm,safe,vihsd
Dừa lắm :)),safe,vihsd
Báo giao thông thì một phe. Chúng đăng báo để dắt mũi dư luận.nhưng toàn dân đã ko còn tinh cs nửa rồi. Một ngày ko xa cả nc sẽ đứng lên thay đổi cs,hate,vihsd
"Về Sờ Chim anh ôi :((,bọn em nhớ anh rồi :)),vui là chính có gì đâu :)),năm nay không được sang năm ta làm lại!",safe,vihsd
"Thầy bói Ba cl gì gì vậy thầy, đem con susan ra thế giới à",hate,vihsd
Trần Tân Kiệt khịa atm nữa 😌,safe,vihsd
chung no ngam suong het roi...,safe,vihsd
Muốn hạnh phúc thì vào bộ tộc MIXI chúng tôi,safe,vihsd
Tiêu Chảy Cấp .,safe,vihsd
Cuong Quoc Thi Thi Gam Pham hôm nay của chúng ta yeh yeh yeh yeh,safe,vihsd
"Bởi ngta nói \""làm gì làm cũng chỉ nên tập trung vào chuyên môn thôi!\"" 😂",safe,vihsd
Học sinh chuyên toán xuất sắc,safe,vihsd
Truyền thống của dân ta là đoàn kết mà đoàn kết là sức mạnh đẩy lùi mọi kẻ thù huống chi là dịch Việt Nam cố lên chúng ta sẽ làm đc,safe,vihsd
Cho hỏi cái này thật ko ad,safe,vihsd
Anh còn ở CB không em lượn qua xin kiểu ảnh huhu,safe,vihsd
Inb em nha,safe,vihsd
Dung la gian sang de doi ban tanh kho doi  do ban qua,safe,vihsd
Lê Hoàng Trần vậy còn thời gian sử dụng 50 năm với 2 năm thì giải thích sao bạn??,safe,vihsd
Văn Trần ahihi .,safe,vihsd
vn thi deo no no cho trung Quốc bon dien,hate,vihsd
Nhảy xuống sông chết đi,suicide,manual_augmentation
Idol ng sản xuất IPhone 11 mang tên Độ Mixi :)),safe,vihsd
Kéo quần lên đi bạn ơi :)),safe,vihsd
"Cường Nguyễn 1 phần do nhạc vs lại quảng cáo, nên lời không đc đặt nhiều trọng tâm cho lắm",safe,vihsd
Đập tan mặt mày,violence,manual_augmentation
"Có ông,cũng thấy vui vui.. Chờ ngày đón cs Nhừ Qùynh lên xe tăng ! Kk",safe,vihsd
Để tao tra tấn mày,violence,manual_augmentation
CHỉ cần rửa tay và ở yên trong nhà :),safe,vihsd
Quan chức nhà nước mà cứ như vầy thì sao được lòng dân 😡,safe,vihsd
"Yên tâm về Việt Nam thành phế vật ngay ae ạ . Nước ngoài nó chỉ có fuck you , oh shit ... còn về Việt Nam thì k đc đmm thì đcmm hoặc độu má m ... phế chắc chắn 🤣🤣🤣",toxic,vihsd
Lâu lâu phải đổi màu nhạc tí chứ,safe,vihsd
Dương Tiến Đạt đến con người vs con người bạn con phân biệt vùng miền. Ấy thế mà đi thương con chó.,hate,vihsd
Nhìn con này thấy gê quá,hate,vihsd
Love you chu cà mo,safe,vihsd
anh Lân ơi còn ông ngô kỷ thì sao anh,safe,vihsd
Nhảy lầu cho xong đời đi,suicide,manual_augmentation
phân biệt đc đó nhưng độ không đc thông minh vẫn như nhau thôi không cần so sánh :V,safe,vihsd
Món quà năm mới Thầy dành cho chuột 😀 Riot sẽ buff chuột mạnh tay,safe,vihsd
Huhu. Làm fan mềm mãi chán r. Muốn làm fan cứng cơ ạ,safe,vihsd
Cực kì thuyết phục ❤️,safe,vihsd
Đm xạo lồn :) Fuck,hate,vihsd
Ở 1 diễn biến khác =))),safe,vihsd
Nguyễn Ngọc Anh hôm nào thử dịch vụ này,safe,vihsd
Tao sẽ bắn vỡ đầu mày,violence,manual_augmentation
Chắc tại các bạn nghe pop ballad thuần quen rồi nên k nghe được Edm đấy...,safe,vihsd
Hoang lan ....thuộc đặc trị corona của ông lan day roi,safe,vihsd
"Lương sau Tết, còn đếch dc ứng cơ 😞",safe,vihsd
"Thừa hưởng truyền thống từ mẹ thôi mà, kaka mà riêng gì Nhật đâu",safe,vihsd
Cực kỳ thuyết minh,safe,vihsd
dù sao bác Dũng vẫn tốt hơn !,safe,vihsd
Hút sữa còn hơn hút thuốc,safe,vihsd
Quân Mông-Nguyên hồi xưa hùng mạnh cỡ nào còn dẹp nổi mà :)) trận này thắng chắc,safe,vihsd
"Cảm ơn A & các thành viên trong Refund. E biết mọi người đã làm hết sức mình, sau giải này chắc mọi người trong team sẽ biết mình lỗi ở đâu & sẽ fix lỗi đó để sau này comeback cực mạnh 👍. Luôn ủng hộ A & mọi ng dù kết quả có ntnao đi nữa. ( Đôi lời của E theo dõi team 2",safe,vihsd
Trần Thanh Hà ai đấy 😂,safe,vihsd
Không muốn sống nữa,suicide,manual_augmentation
ngươi tinh trên chiên trân . mai đinh gi đây,safe,vihsd
Thời gian ủ bệnh lên tới 14 ngày khả năng cao vẫn phải cách li theo dõi thêm,safe,vihsd
Giờ mới biết ba gà có anh em sinh đôi 😌,safe,vihsd
cái địt con mẹ m,toxic,vihsd
Sống nhanh lên nào,safe,vihsd
biến đi nghĩa,hate,vihsd
Mong cho năm nay thầy vẫn giữ vững phong độ và tiếp tục là ng gác cổng KC :))),safe,vihsd
Khỏa thân show hàng nè,nsfw,manual_augmentation
"Ngài hổ đã giác ngộ chân lý dân tộc hay sao mà nay nói hay thế :)) Đoàn kết dân tộc là trên hết , không phân biệt đảng phái chính trị, tôn giáo ! Hiện giờ ĐCS đang lãnh đạo đất nước rất tốt, đó là sự thật và là lịch sử không thể chối cãi !",safe,vihsd
Dương Hoa Hồng,safe,vihsd
E đang ế muốn tìm chồng chị ui,safe,vihsd
Chị ơi chị giàu quá nhưng em rất khổ chị à em làm vằn vặt cả đờ gần tới ngày theo ông bà mà chưa có ngôi nhà để ở nè chị vậy  chị giúp em một số tiền cho em cất nhà được ko chị,safe,vihsd
đúng anh ơiiii,safe,vihsd
"Bảo Hà fb ổng vừa từ đảo về rồi ớ. Ăn dừa ngoài đảo nhiều quá, tranh mất dừa của khỉ nên bị khỉ đuổi zề ớ",safe,vihsd
Tiếu lâm thời đại 4.0,safe,vihsd
Cùng 1 giờ đăng,safe,vihsd
Thanks a2 Tan Ve,safe,vihsd
Cũng đéo làm gì cho đời,toxic,vihsd
Nghe có vẻ hợp lý và càng nghe càng thấy thuyết phục,safe,vihsd
"Khúc ruột ngàn dặm :)), rồi mấy anh chị thành viên trong cái hội ấy đưa con cháu, gia đình dòng họ qua ở chung với cái tụi đu càng thế mới vui :))",hate,vihsd
Chưa xem ai chửi mà t cười như thế này 🤣🤣🤣🤣🤣,safe,vihsd
"Nguyễn Hiển ko còn gì để nói nữa, ck cẩn thận!",safe,vihsd
mấy người tận tâm với đất nước với dân tộc,safe,vihsd
Một bước yêu vạn dặm đau 😂😂,safe,vihsd
Toang :)),safe,vihsd
Chỉ biết thốt lên 2 từ trìu mến..... đụ má ! :),toxic,vihsd
"tất cả chỉ là kịch bản được sắp xếp sẵn , còn sự thật là năm sau cưới =))))))))))0",safe,vihsd
Hay lắm hãy tiếp tục phát huy,safe,vihsd
Ngầu vãi lìn,safe,vihsd
Gia Bảo vậy chi,safe,vihsd
Ăn tết đéo ngon,toxic,vihsd
"Cuộc sống vô nghĩa, chết đi cho rồi",suicide,manual_augmentation
Anh tôi đẹp trai rồi nhé :)),safe,vihsd
Hót girl chỗ nào vậy mn,safe,vihsd
Nguyễn Quốc Huy Kim Ngân đi tạo nghiệp dạo 😂,safe,vihsd
Link em gái ngon ngọt nước nè bao phê luôn,toxic,vihsd
Anh Ba hút rất nhiều thuốc...Chị Panda đơm bể đầu yeah,safe,vihsd
Nhìn như kiểu lính bắn tỉa ý nhìn chất vc,safe,vihsd
Giờ mới biết con mẹ giựt nợ Minh hiếu,hate,vihsd
Chậm thôi các ông...,safe,vihsd
Hợp lý a ưiii😂,safe,vihsd
Chỉ sợ thứ óc chó ngu hết phần chó như này,hate,vihsd
Nhớ nhà tiên tri Trần Dần quá ạ . chúc mọi người sức khỏe.,safe,vihsd
Nghe có vẽ nông thôn nhưng rất thành thị 🤣,safe,vihsd
Hot f à :v,safe,vihsd
"Các bác ạ, em biết câu nói này của em ngớ ngẩn tí. Nhưng mà, càng lớn Tùng Sói càng trẻ hơn ạ 🤣",safe,vihsd
From mixi with love,safe,vihsd
Thế rốt cuộc chúng nó có thanh toán đủ cho em ko ?? A cũng ở Nhật đây. Vùng aoya - tottori,safe,vihsd
Cà khịa,safe,vihsd
được anh ạ,safe,vihsd
Gửi thầy :)),safe,vihsd
Quảng C:),safe,vihsd
Làm hết mặt mũi + tắm trắng luôn hết nhiu,safe,vihsd
Coi cười gớt nước mắt,safe,vihsd
